,id,brand,model,variant,price,address,description,Modelår,1. registrering,Kilometertal,Drivmiddel,Brændstofforbrug,CO2 udledning,Euronorm,Periodisk afgift,Ydelse,Acceleration,Tophastighed,Geartype,Antal gear,Trækvægt,Farve,Nypris,Kategori,Type,Vægt,Bredde,Længde,Højde,Lasteevne,Max. trækvægt m/bremse,Trækhjul,Cylindre,ABS-bremser,ESP,Airbags,Tankkapacitet,Døre,Fartpilot,Aircondition,Højdejust. førersæde,Alufælge,Læderrat,Antispin,Navigation,AUX tilslutning,Parkeringssensor (bag),Bluetooth,Service ok,Isofix,Musikstreaming via bluetooth,Armlæn,Sædevarme,Servo,Rækkevidde,Batterikapacitet,Energiforbrug,"Elruder, 4x",Elsidespejle,Android auto,Elsidespejle m. varme,Infocenter,Apple carplay,Automatgear,Kørecomputer,"Sædebetræk, stof",Produceret,Centrallås fjernb.,Splitbagsæde,Elruder,Startspærre,LED Kørelys,Automatisk lys,Anhængertræk,Bakkamera,Auto. start/stop,Alarm,Tågelygter,Elsæder,Tagræling,USB tilslutning,Klimaanlæg,Auto. nødbremse,Kunstlæder,Kurvelys,Brugtbilsattest,Centrallås,Parkeringssensor (for),Nøglefri betjening,DAB radio,Regnsensor,Parkeringssensor,Højdejust. forsæde,"Anhængertræk, aftagl.",DAB+ Radio,"Sædebetræk, dellæder",Fuld LED forlygter,Dæktryksmåler,3 individuelle sæder i bag,LED forlygter,Tonede ruder,Digitalt cockpit,"Sædebetræk, læder",CD afspiller,Lygtevasker
49,https://www.bilbasen.dk/brugt/bil/dacia/duster/15-blue-dci-115-extreme-4x4-5d/5650331,Dacia,Duster,"1,5 Blue dCi 115 Extreme 4x4 5d",264.900 kr.,"Transportbuen 1, 4700 Næstved","💰Danmarks billigste faste rente på KUN 2,99%. Gælder alle biler op til 3 år, og indtil 31/3-2023💰📞Kontakt os for at udregne finansieringen på netop din drømmebil📞Vidste du at Dacia Duster var den 2. mest solgte retail bil i Europa i 2019? Så mange mennesker kan umuligt tage fejl! Hos Ejner Hessel fåes nu denne lettere brugte Dacia Duster Extreme, som er en Limited Edition der er produceret i begrænset antal og ikke kan bestilles fra fabrik. Du får utrolig meget bil for pengene. STANDARDUDSTYR:* 17"" sorte alufælge * Fartpilot* Fartbegrænser* Blindvinkelsassistent* Varme i forsæder* El-spejle med varme* Højdejusterbart rat og førersæde* Parkeringssensor bag* Justerbar lændestøtte* Midterarmlæn foran* El ruder for og bag* Media Nav (8"" skærm, navigation, DAB, smartphone spejling Apple CarPlay og Android Auto. * Komfortpakke m. Forhøjet midterarmlæn og opbevaring samt justerbar lændestøtte* Komfort plus pack m. Håndfri nøglekort + 2 USB stik i bag. Hos Ejner Hessel er der mulighed for finansiering til en attraktiv rente.Vi tilbyder videopræsentationer eller prøvekørsler på hjemmeadressen. Book nu på Hessel.dk.",2022,6/2022,3.000 km,Diesel,"(NEDC) 22,8 km/l",139 g/km,-,4.120 kr. / år,115 hk/260 nm,"10,2 sek.",175 km/t,Manuel,6,1.500 kg,Grå,267.811 kr.,Personbil,CUV,1.405 kg,180 cm,434 cm,168 cm,528 kg,1.500 kg,Firehjulstræk,4,Ja,Ja,6,50 l,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,https://www.bilbasen.dk/brugt/bil/dacia/spring/comfort-5d/5682799,Dacia,Spring,Comfort+ 5d,139.800 kr.,"Falkevej 4A, 3400 Hillerød","Få den meget populære Dacia Spring nu!🚗 Nævneværdigt udstyr vi vil fremhæve:• HURTIGLADER• BLUETOOTH• APPLE CARPLAY / ANDROID AUTO• KUNSTLÆDER KABINE• PARKERINGSSENSOR• TONEDE RUDER✅ Finansiering med og uden udbetaling✅ Vi tager ALTID din nuværende bil i bytte✅ Gør ligesom mange andre af vores kunder - få en attraktiv serviceaftale til bilen, der matcher dine ønsker og behov!⭐️⭐️⭐️⭐️⭐️ Vi har høj kundetilfredshed på TrustpilotSalgsafdeling har åben:Alle hverdage mellem 09:00 - 17:30Lørdag LukketSøndag mellem 11:00 - 16:00Kontakt osTlf. 70 70 17 77hillerod@bn.dkAdresse:Falkevej 4A3400 Hillerød✅ Chat med os på bn.dkBjarne Nielsen Hillerød fokuserer på de to fremadstormende bilmærker Renault og Dacia. Derudover har vi altid mange topklargjorte brugte biler klar til hurtig levering! Udvalget af nye personbiler strækker sig således fra Danmarks billigste biler fra Dacia til de populære biler fra Renault, ligesom du også finder et stort og fleksibelt udvalg af erhvervs- og varebiler fra især Renault. Så kig ind til os i bilhuset på Falkevej - vi er klar til at hjælpe dig!Køb også din brugte bil online på bn.dk - gratis levering i hele Danmark",2021,11/2021,647 km,El,,,,740 kr. / år,44 hk/125 nm,"19,1 sek.",125 km/t,,,-,Sølvmetal,138.310 kr.,Personbil,SUV,912 kg,162 cm,373 cm,148 cm,388 kg,-,-,,ABS-bremser,Ja,6,,5,Fartpilot,Aircondition,,,,,,,,,,Isofix,Musikstreaming via bluetooth,,,,(WLTP) 230 km,"27,6 kWh",139 Wh/km,,Elsidespejle,Android auto,,Infocenter,Apple carplay,Automatgear,,,,,,,,,,,,,,,,,,,Auto. nødbremse,Kunstlæder,,,,,,,,,,,,,,,,,,,,,
51,https://www.bilbasen.dk/brugt/bil/dacia/duster/15-dci-109-black-shadow-5d/5523758,Dacia,Duster,"1,5 dCi 109 Black Shadow 5d",129.900 kr.,"Thistedvej 110, 9400 Nørresundby","alu., airc., fjernb. c.lås, fartpilot, kørecomputer, infocenter, startspærre, sædevarme, højdejust. forsæder, 4x el-ruder, el-spejle, navigation, multifunktionsrat, parkeringssensor (bag), bakkamerahåndfrit til mobil, usb tilslutning, isofix, kopholder, læderrat, tågelygter, 4 airbags, abs, esp, servo, tagræling, 1 ejer, ikke ryger, lev. nysynet, service ok, brugtbilsattest, EVT. træk, diesel partikel filter,36 MÅNEDERS AUTOTJEK-GARANTI OG FEJLFRI BRUGTBILSATTEST for kun 2.700kr ekstra, ATTRAKTIV FINANSIERING VIA SANTANDER, vi kan finansiere både MED OG UDEN UDBETALNING til en konkurrencedygtig rente , HUSK vi tager alle biler i bytte! Nummerplade gebyr 1180kr,",2017,5/2017,77.000 km,Diesel,"(NEDC) 22,7 km/l",115 g/km,6,3.580 kr. / år,109 hk/240 nm,"12,2 sek.",169 km/t,Manuel,6,1.500 kg,Hvid,195.986 kr.,Personbil,CUV,1.280 kg,182 cm,432 cm,163 cm,515 kg,1.500 kg,Forhjulstræk,4,ABS-bremser,Ja,4,50 l,5,,Aircondition,,Alufælge,Læderrat,Antispin,Navigation,,Parkeringssensor (bag),,,Isofix,,,Sædevarme,,,,,,,,,,,,Kørecomputer,,,,,,,,,Anhængertræk,Bakkamera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,https://www.bilbasen.dk/brugt/bil/dacia/duster/12-tce-125-laureate-5d/5724661,Dacia,Duster,"1,2 TCe 125 Laureate 5d",95.000 kr.,"Vojensvej 31, 2610 Rødovre","LEVERES MED 12 MÅNEDERS BASIS GARANTI PÅ MOTOR OG GEARKASSESkarpt finansieringsforslag!Udbetaling: 10.000, -Månedlig ydelse: 1.362,-x 96 mdrUdvidet lokal serviceaftale over 36 mdr/60.000 km kan med finansieres for 150, - pr. mdr.3 gode grunde til at købe netop denne bil:1. Navigation2. Anhængertræk3. Fartpilotalu., 16"" alufælge, tagræling, træk, airc., fjernb. c.lås, fartpilot, kørecomputer, infocenter, udv. temp. måler, sædevarme, højdejust. forsæder, 4x el-ruder, el-spejle, navigation, multifunktionsrat, bluetooth, usb tilslutning, isofix, bagagerumsdækken, kopholder, stofindtræk, splitbagsæde, læderrat, ikke ryger, tågelygter",2014,4/2014,99.000 km,Benzin,"(NEDC) 15,9 km/l",-,-,2.780 kr. / år,125 hk/205 nm,"10,4 sek.",175 km/t,Manuel,6,1.400 kg,Sølvmetal,184.990 kr.,Personbil,CUV,1.177 kg,182 cm,432 cm,163 cm,575 kg,1.400 kg,Forhjulstræk,4,ABS-bremser,Ja,4,50 l,5,,Aircondition,,Alufælge,Læderrat,,Navigation,,,Bluetooth,,Isofix,,,Sædevarme,,,,,,,,,,,,Kørecomputer,"Sædebetræk, stof",,Centrallås fjernb.,,,,,,Anhængertræk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,https://www.bilbasen.dk/brugt/bil/dacia/sandero/09-tce-90-family-edition-easy-r-5d/5710388,Dacia,Sandero,"0,9 TCe 90 Family Edition Easy-R 5d",124.500 kr.,"Høegh Guldbergs Gade 48, 8700 Horsens","Her får du en rigtig fin Dacia Sandero Stepway med aut. gear og et flot lavt km-tal kørt! Bemærk heldårsdæk er monteret, så her slipper du for to gange hjulskift årligt.⭐️⭐️⭐️⭐️⭐️ Vores kunder har talt - vi gør det Fremragende på Trustpilot ⭐️⭐️⭐️⭐️⭐️- Træk er monteret- Undervognsbehandlet- Fartpilot- Integreret navigation- Aircondition- 17"" alufælge- Aut. lys- P-sensor i bag- Bluetooth- SædevarmeYderligere udstyr :- Højdejusterbart førersæde- El-spejle- Fjernbetjent centrallås- Infocenter- USB stik- 6 Airbags- Dæktrykssensor- Isofix- Meget mere...Velkommen hos Aunsbjerg🗓 Vi holder åbent alle ugens 7 dage🔌 Du kan trygt handle elbil/plugin hybridbil hos Aunsbjerg – vi har allerede solgt mere end 750 biler med ledning og har altid mere end 250 forskellige el- og plugin hybridbiler på lager✔️ Alle vores biler kan online reserveres i 48 timer, og finansieres til fordelagtige rentesatser og både med 0 kr. i udbetaling eller Fast rente. Tilmed kan rigtig mange af vores biler tilbydes på både privat- og erhvervsleasing, samt som varebiler. Kontakt os for beregninger.🔧 Gør som over 6.000 andre, og få en attraktiv servicepakke til bilen, der matcher dine ønsker og behov.🚘 Vi tager naturligvis din nuværende bil i bytte.📞 Ring - send en mail eller chat med os på www.aunsbjerg.com 💬",2017,12/2016,50.600 km,Benzin,"(NEDC) 19,6 km/l",110 g/km,-,1.420 kr. / år,90 hk/140 nm,"11,1 sek.",175 km/t,Automatisk,5,1.090 kg,Koksmetal,129.470 kr.,Personbil,Halvkombi,955 kg,173 cm,406 cm,152 cm,595 kg,1.090 kg,Forhjulstræk,3,ABS-bremser,Ja,4,50 l,5,,Aircondition,Højdejust. førersæde,Alufælge,Læderrat,Antispin,,,,,,Isofix,Musikstreaming via bluetooth,Armlæn,,,,,,,,,,Infocenter,,,Kørecomputer,,,,,,,,,Anhængertræk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,https://www.bilbasen.dk/brugt/bil/dacia/duster/12-tce-125-laureate-5d/5650147,Dacia,Duster,"1,2 TCe 125 Laureate 5d",114.900 kr.,"Treldevej  34, 7000 Fredericia","💥𝗥𝗜𝗚𝗧𝗜𝗚 𝗙𝗟𝗢𝗧 𝗢𝗚 𝗩𝗘𝗟𝗛𝗢𝗟𝗗𝗧 𝗗𝗨𝗦𝗧𝗘𝗥 𝗦𝗢𝗠 𝗞Ø𝗥𝗘 𝟭𝟲,𝟰 𝗞𝗠/𝗟💥 🔴 𝗞𝗔𝗡 𝗙𝗜𝗡𝗔𝗡𝗦𝗜𝗘𝗥𝗘𝗦 𝗙𝗥𝗔 𝟭.𝟲𝟱𝟮 𝗞𝗥/𝗠𝗗𝗥 𝗨𝗗𝗘𝗡 𝗨𝗗𝗕𝗘𝗧𝗔𝗟𝗜𝗡𝗚 🚗💨 🔘𝗜𝘀𝗼𝗳𝗶𝘅✔️ 🔘𝗳𝗮𝗿𝘁𝗽𝗶𝗹𝗼𝘁✔️ 🔘𝗯𝗹𝘂𝗲𝘁𝗼𝗼𝘁𝗵✔️🔘𝗡𝗮𝘃𝗶𝗴𝗮𝘁𝗶𝗼𝗻✔️airc., fjernb. c.lås, fartpilot, kørecomputer, infocenter, startspærre, udv. temp. måler, sædevarme, højdejust. forsæder, 4x el-ruder, el-spejle, parkeringssensor (bag), automatisk start/stop, dæktryksmåler, cd/radio, navigation, multifunktionsrat, bluetooth, musikstreaming via bluetooth, usb tilslutning, aux tilslutning, isofix, bagagerumsdækken, kopholder, stofindtræk, splitbagsæde, læderrat, tågelygter, 6 airbags, abs, antispin, esp, servo, tagræling, ikke ryger, synet (30-11-2022), service ok🔴𝗥𝗜𝗡𝗚/𝗦𝗠𝗦 𝗙𝗢𝗥 𝗠𝗘𝗥𝗘 𝗜𝗡𝗙𝗢 𝗢𝗚 𝗧𝗜𝗗 𝗧𝗜𝗟 𝗙𝗥𝗘𝗠𝗩𝗜𝗦𝗡𝗜𝗡𝗚. 🔴 𝗞𝗔𝗡 𝗙𝗜𝗡𝗔𝗡𝗦𝗜𝗘𝗥𝗘𝗦 𝗙𝗥𝗔 𝟭.𝟲𝟱𝟮 𝗞𝗥/𝗠𝗗𝗥 𝗨𝗗𝗘𝗡 𝗨𝗗𝗕𝗘𝗧𝗔𝗟𝗜𝗡𝗚. 🚗💨 🔴𝗕𝗜𝗟𝗟𝗜𝗚 𝗙𝗢𝗥𝗦𝗜𝗞𝗥𝗜𝗡𝗚 𝗧𝗜𝗟𝗕𝗬𝗗𝗘𝗦! 🔴𝗦𝗘 𝗙𝗟𝗘𝗥𝗘 𝗕𝗜𝗟𝗘𝗥 𝗣𝗔̊ 𝗩𝗢𝗥𝗘𝗦 𝗛𝗝𝗘𝗠𝗠𝗘𝗦𝗜𝗗𝗘: 𝗪𝗪𝗪.𝗠𝗤𝗠𝗕𝗜𝗟𝗘𝗥.𝗗𝗞",2016,10/2016,74.000 km,Benzin,"(NEDC) 16,4 km/l",138 g/km,6,2.780 kr. / år,125 hk/205 nm,"10,4 sek.",175 km/t,Manuel,6,1.500 kg,Bronzemetal,190.288 kr.,Personbil,CUV,1.277 kg,182 cm,432 cm,163 cm,474 kg,1.500 kg,Forhjulstræk,4,ABS-bremser,Ja,4,50 l,5,,Aircondition,,,Læderrat,Antispin,Navigation,AUX tilslutning,Parkeringssensor (bag),Bluetooth,,,Musikstreaming via bluetooth,,,,,,,,,,,,,,Kørecomputer,"Sædebetræk, stof",,,,,,,,,,Auto. start/stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,https://www.bilbasen.dk/brugt/bil/dacia/jogger/10-tce-110-extreme-7prs-5d/5724218,Dacia,Jogger,"1,0 TCe 110 Extreme 7prs 5d",237.900 kr.,"Vester Hedevej 255, 9800 Hjørring","💰Danmarks billigste faste rente på KUN 2,99%. Gælder alle biler op til 3 år, og indtil 31/3-2023💰📞Kontakt os for at udregne finansieringen på netop din drømmebil📞 Dacia Jogger MED 7 SÆDER skiller sig ud med sin alsidighed, som kombinerer en stationcars dimensioner, en fritidsbils kabineplads og fordelene ved en familie-SUV. Dacia Jogger kombinerer komfort og indvendig plads! Dens mange forskellige kombinationer gør det muligt at designe den, så den afspejler din personlighed.EKSTRAUDSTYR:* Metallak* Tekno pakke Plus: Elektrisk P-håndbremse, Midterarmlæn, blindvinkel alarm, Parkeringssensor for og bag* Media Nav m. 8"" touchskærm, navigation, DAB-radio, Bluetooth-tilslutning 6 højtalere, aftagelig telefonholder.* Komplet sæt vinterhjul på stålfælgeSIKKERHED:* Automatisk Intercity-nødopbremsning (AEBS)* Isofix-børnesædemonteringssystem på de yderste bagsædepladser på 2. sæderække* Nødopkald (E-call)* ABS (antiblokeringssystem) og EBA (nødbremseassistent)* ESP (elektronisk stabilitetsprogram) + HSA (Hill Start Assist)* BakkameraKOMFORT:* Håndfrit nøglekort.* Automatisk klimaanlæg* Forrudeviskere med regnsensor* Sædevarme i forsæderne* Elruder foran og bagi* Flyborde til bagsædepassagererKØRSEL:* Eljusterbare sidespejle* Tågeforlygter.* Hastighedsbegrænser med advarselslyd/fartpilot* FartpilotLYD, MULTIMEDIA:* 8"" Media Display (1) m. DAB-radio, fire højtalere, 8"" touchscreen.Vi tilbyder videopræsentationer eller prøvekørsler på hjemmeadressen. Book nu på Hessel.dk.",2022,10/2022,2.000 km,Benzin,"(NEDC) 21,2 km/l",130 g/km,-,1.200 kr. / år,110 hk/200 nm,"11,2 sek.",180 km/t,Manuel,6,1.200 kg,Bronzemetal,220.809 kr.,Personbil,MPV,1.158 kg,178 cm,455 cm,163 cm,537 kg,1.200 kg,Forhjulstræk,3,Ja,Ja,6,50 l,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,https://www.bilbasen.dk/brugt/bil/dacia/sandero-stepway/10-tce-90-comfort-5d/5724208,Dacia,Sandero Stepway,"1,0 TCe 90 Comfort 5d",179.900 kr.,"Kirstinehøj 62, 2770 Kastrup","💰Danmarks billigste faste rente på KUN 2,99%. Gælder alle biler op til 3 år, og indtil 31/3-2023💰📞Kontakt os for at udregne finansieringen på netop din drømmebil📞 DEN ADRÆTTE OG ROBUSTE BYBIL - Den nye Sandero er hvad Dacia altid har været: Enkelt, rummelig, robust og til at betale for alle.Du får nu denne lettere brugte Dacia Sandero Stepway Comfort hos din lokale Ejner Hessel ForretningEKSTRAUDSTYR: * Tekno pakke m. Klima, nøglefri adgang, elhåndbremse, centerarmlæn med opbevaring.* MetallakSTANDARDUDSTYR:* Media Display 8"" skærm, DAB, Smartphone spejling (Apple Carplay & Android Auto)* LED-lygtesignatur* LED-dagslys med automatisk tænding * Ryglæn på splitbagsæde, der kan foldes ned og deles i 1/3-2/3 * Automatisk nødbremsesystem (AEBS) landevejskørsel* ABS (blokeringsfri bremse) & AFU (nødbremseassistance) * ESP (Elektronisk udskridningskontrol) + HSA (Hill Start Assist) * Automatisk nødopkald (E-call) * Isofix fastgørelsessystem til barnesæde på vinduespladserne bag* Elektrisk servostyring* Manuelt klimaanlæg* Forsæder med varme* 12 V-stik for/bag* Impuls elrudehejs i førersiden (med antiklemningsfunktion), ikke-impuls i passagersiden * Elruder bag* Udvendige sidespejle med elektrisk indstillingVi tilbyder videopræsentationer eller prøvekørsler på hjemmeadressen. Book nu på Hessel.dk.",2022,2/2022,7.800 km,Benzin,"(NEDC) 21,6 km/l",127 g/km,-,1.200 kr. / år,90 hk/160 nm,"12,0 sek.",172 km/t,Manuel,6,1.100 kg,Koksmetal,193.309 kr.,Personbil,Halvkombi,1.052 kg,185 cm,410 cm,154 cm,509 kg,1.100 kg,Forhjulstræk,3,Ja,Ja,4,32 l,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,https://www.bilbasen.dk/brugt/bil/dacia/lodgy-stepway/15-dci-90-prestige-7prs-5d/5675524,Dacia,Lodgy Stepway,"1,5 dCi 90 Prestige 7prs 5d",109.900 kr.,"Storegade 246, 6705 Esbjerg Ø","Highlights: - Aircondition - Fartpilot - Bakkamera & Parkeringssensor bag - Navigation - 7 sæder - Sædevarme for- Anhængertræk - 18"" Alufælge Yderligere udstyr: 12V udtag, Bluetooth, Elruder for/bag, El-spejle, Fjernbetjent centrallås, Kørecomputer, Multifunktionsrat, Servo, Udvendig temperaturmåler, USB stik, 16"" Alufælge, Metallak, Tågelygter, Tagræling, 7 sæder, Højdejusterbart førersæde, Justerbart rat, Kopholder, Læderrat, Airbag, ABS, Antispin, ESP, Isofix, Selealarm, Selestrammer, Startspærre, Diesel partikelfilter, Service overholdt.✅ Finansiering med og uden udbetaling✅ Vi tager gerne din nuværende bil i bytte✅ Mulighed for tegne udvidet landsdækkende garanti.✅ Gør ligesom mange andre af vores kunder - få en attraktiv serviceaftale til bilen, der matcher dine ønsker og behov!⭐️⭐️⭐️⭐️⭐️ Vi har høj kundetilfredshed på TrustpilotKøb din brugte bil i professionelle rammer hos Bjarne Nielsen A/S.",2017,3/2017,110.000 km,Diesel,"(NEDC) 25,0 km/l",103 g/km,-,2.640 kr. / år,90 hk/200 nm,"12,4 sek.",169 km/t,Manuel,5,1.400 kg,Blåmetal,181.989 kr.,Personbil,MPV,1.213 kg,175 cm,450 cm,168 cm,687 kg,1.400 kg,Forhjulstræk,4,ABS-bremser,Ja,4,50 l,5,,Aircondition,,Alufælge,Læderrat,Antispin,Navigation,,Parkeringssensor (bag),,,Isofix,,,Sædevarme,,,,,,,,,,,,Kørecomputer,,,,,,,,,Anhængertræk,Bakkamera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,https://www.bilbasen.dk/brugt/bil/dacia/sandero/10-tce-90-comfort-5d/5661810,Dacia,Sandero,"1,0 TCe 90 Comfort 5d",154.885 kr.,"Industrivej 47, 6760 Ribe","Dacia Sandero Comfort har et elegant og effektivt indre blandet med et stærkt og nutidigt ydre!1,0 Tce 90HK 5d – Benzin 18,9 km/l – Grøn ejerafgift 560 kr.  Fabriksny bil klar til omgående levering – Skal ses og prøves hos CB Auto RibeUDOVER standard Comfort udstyr har den: MetallakComfort udstyr:- 8” Touch screen, smartphone gengivelse og aftagelig telefonholder- Klimaanlæg- Parkeringssensor bag- LED-signaturlys og automatisk LED-kørelys- Automatisk nødbremsesystem (AEBS), Nødopkald (E-call) og Hill Start Assist- Isofix fastgørelsessystem til barnesæde på vinduespladserne bag- Fartpilot med hastighedsbegrænser- Sædevarme i forsæder- Stop og Start- USB-indgang og Bluetooth- El-sidespejle- Tågelygter og regn sensor- Meget mere…Se vores store udvalg af nye og brugte biler på www.cbauto.dk Vi tilbyder ALTID:Skræddersyede tilbud tilpasset dit kørselsbehov og dine ønskerAttraktiv finansiering og leasing med og uden udbetalingFordelagtig og skarp forsikringMulighed for landsdækkende leveringServiceaftaleVores åbningstider er alle hverdage fra 9.00-17.00 samt søndag fra 11.00-16.00Ring gerne i forvejen, så har vi bilen klar til dig - og selvfølgelig tager vi din bil i bytte!Kontakt CB AUTO RIBE for yderligere info på tlf. +45 7542 3611",2022,-/-,(ny bil),Benzin,"(NEDC) 18,9 km/l",120 g/km,-,-,90 hk/160 nm,"11,7 sek.",178 km/t,Manuel,6,1.100 kg,Gråmetal,162.311 kr.,Personbil,Halvkombi,1.027 kg,185 cm,409 cm,150 cm,511 kg,1.100 kg,Forhjulstræk,3,ABS-bremser,Ja,4,50 l,5,,,,Alufælge,,Antispin,,,Parkeringssensor (bag),,,,Musikstreaming via bluetooth,Armlæn,,,,,,,,,,,,,Kørecomputer,,,,,,,LED Kørelys,,,,Auto. start/stop,,,,,,,Auto. nødbremse,Kunstlæder,,,,Parkeringssensor (for),,,,,,,,,,,,,,,,,
59,https://www.bilbasen.dk/brugt/bil/dacia/sandero/10-tce-90-comfort-5d/5661802,Dacia,Sandero,"1,0 TCe 90 Comfort 5d",154.885 kr.,"Industrivej 47, 6760 Ribe","Dacia Sandero Comfort har et elegant og effektivt indre blandet med et stærkt og nutidigt ydre!1,0 Tce 90HK 5d – Benzin 18,9 km/l – Grøn ejerafgift 560 kr.  Fabriksny bil klar til omgående levering – Skal ses og prøves hos CB Auto RibeUDOVER standard Comfort udstyr har den: MetallakComfort udstyr:- 8” Touch screen, smartphone gengivelse og aftagelig telefonholder- Klimaanlæg- Parkeringssensor bag- LED-signaturlys og automatisk LED-kørelys- Automatisk nødbremsesystem (AEBS), Nødopkald (E-call) og Hill Start Assist- Isofix fastgørelsessystem til barnesæde på vinduespladserne bag- Fartpilot med hastighedsbegrænser- Sædevarme i forsæder- Stop og Start- USB-indgang og Bluetooth- El-sidespejle- Tågelygter og regn sensor- Meget mere…Se vores store udvalg af nye og brugte biler på www.cbauto.dk Vi tilbyder ALTID:Skræddersyede tilbud tilpasset dit kørselsbehov og dine ønskerAttraktiv finansiering og leasing med og uden udbetalingFordelagtig og skarp forsikringMulighed for landsdækkende leveringServiceaftaleVores åbningstider er alle hverdage fra 9.00-17.00 samt søndag fra 11.00-16.00Ring gerne i forvejen, så har vi bilen klar til dig - og selvfølgelig tager vi din bil i bytte!Kontakt CB AUTO RIBE for yderligere info på tlf. +45 7542 3611",2022,-/-,(ny bil),Benzin,"(NEDC) 18,9 km/l",120 g/km,-,-,90 hk/160 nm,"11,7 sek.",178 km/t,Manuel,6,1.100 kg,Grå,162.311 kr.,Personbil,Halvkombi,1.027 kg,185 cm,409 cm,150 cm,511 kg,1.100 kg,Forhjulstræk,3,ABS-bremser,Ja,4,50 l,5,,,,Alufælge,Læderrat,Antispin,,,,,,Isofix,,Armlæn,,,,,,,,Android auto,,Infocenter,Apple carplay,,Kørecomputer,,,,,,,LED Kørelys,,,,,,,,,,Klimaanlæg,,,,,,,,,,,,,,,,,,,,,,,
60,https://www.bilbasen.dk/brugt/bil/dacia/sandero/10-tce-90-comfort-5d/5695947,Dacia,Sandero,"1,0 TCe 90 Comfort 5d",161.385 kr.,"Langrode 25, 6200 Aabenraa","Fjernb. c.lås, Parkeringssensor (for), Parkeringssensor (bag), Fartpilot, Kørecomputer, Infocenter, Udv. temp. måler, Sædevarme, Højdejust. førersæde, 4x el-ruder, Nøglefri betjening, Elektrisk parkeringsbremse, Bakkamera, Automatisk start/stop, DAB radio, Multifunktionsrat, Håndfrit til mobil, Bluetooth, Musikstreaming via bluetooth, Isofix, Bagagerumsdækken, Kopholder, Stofindtræk, Splitbagsæde, Automatisk lys, LED kørelys, USB tilslutning, Automatisk nødbremsesystem, Fuldaut. klima. Kampagne-bil: Ikke alt stiger i pris i 2023. Spar over 18.000kr på denne bil, til omgående levering. Før-pris: 179.995 kr.  kr. NY BIL TIL OMGÅENDE LEVERING! Tekno pakke (  Klimaanlæg, nøglefri adgang, el-parkeringsbremse, centerarmlæn med opbevaring ), Metallak, 15"" stålfælge, ABS (Anti-lock Braking System) og Panikbremseassistent, Airbag i førersiden og frakobling af airbag i passagersiden, Automatisk panikbremse (AEBS) ved landevejskørsel, Cold Climate, Dækreparationskit, Dæktrykovervågning, ECO mode for forbrugsreduktion, El-ruder bag, El-ruder foran med impuls funktion på førersiden, El-sidespejle med varme, ESP med Hill Start Assist, Fartpilot og fartbegrænser, Fjernstyret centrallås, Højde- og Dybdejusterbart rat, Højdejusterbart førersæde med armlæn, Indfarvede kofangere, Isofixbeslag, Manuel aircondition, Media Display (8"" skærm, DAB, Smartphone spejling, 4 højtalere, 1 USB og telefonholder), Nedfældelige bagsæder 1/3-2/3 split, Nødopkald (E-Call), Parkeringssensor bag, Rat i ""Soft feel"" (kunstlæder), Regn- og lyssensor, Side- og gardinairbags, Sidespejle i karosserifarve, Tågeforlygter, Varme i forsæderne",2022,-/-,(ny bil) 8 km,Benzin,"(NEDC) 18,9 km/l",120 g/km,-,-,90 hk/160 nm,"11,7 sek.",178 km/t,Manuel,6,1.100 kg,Gråmetal,162.311 kr.,Personbil,Halvkombi,1.027 kg,185 cm,409 cm,150 cm,511 kg,1.100 kg,Forhjulstræk,3,ABS-bremser,Ja,4,50 l,5,,,,,,,,,,Bluetooth,,Isofix,Musikstreaming via bluetooth,,,,,,,,,,,,,,Kørecomputer,,,,,,,LED Kørelys,Automatisk lys,,Bakkamera,Auto. start/stop,,,,,,Klimaanlæg,Auto. nødbremse,,,,,,Nøglefri betjening,,,,,,,,,,,,,,,,
